D_INTERVIEW,Q177,Q178,Q179,Q180,Q181,Q182,Q183,Q184,Q185,Q186,Q187,Q188,Q189,Q190,Q191,Q192,Q193,Q194,Q195
170070723,7.0,8.0,1.0,4.0,5.0,5.0,5.0,5.0,8.0,10.0,5.0,10.0,5.0,5.0,5.0,5.0,10.0,5.0,5.0
170070731,5.0,6.0,5.0,5.0,5.0,5.0,5.0,10.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0,6.0
170070734,5.0,8.0,9.0,8.0,9.0,8.0,2.0,2.0,9.0,8.0,2.0,2.0,8.0,3.0,3.0,3.0,2.0,2.0,3.0
170070737,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
170070749,1.0,3.0,1.0,1.0,1.0,6.0,6.0,3.0,8.0,10.0,1.0,1.0,1.0,6.0,3.0,1.0,2.0,2.0,9.0
170070750,2.0,1.0,1.0,1.0,1.0,6.0,6.0,1.0,5.0,5.0,1.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,1.0
170070751,1.0,1.0,1.0,4.0,1.0,10.0,10.0,6.0,6.0,6.0,6.0,10.0,1.0,6.0,6.0,1.0,6.0,1.0,6.0
170070752,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0
170070756,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,10.0,5.0,1.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
170070760,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
170070762,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
170070763,4.0,4.0,5.0,4.0,4.0,6.0,6.0,2.0,6.0,8.0,6.0,6.0,3.0,5.0,4.0,5.0,7.0,5.0,6.0
170070764,1.0,1.0,1.0,1.0,1.0,10.0,10.0,10.0,10.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0
170070769,1.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,1.0,1.0,1.0,5.0,1.0,5.0,1.0
170070776,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,5.0,4.0,6.0,1.0,1.0,1.0
170070779,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,5.0
170070805,1.0,1.0,1.0,1.0,1.0,7.0,1.0,1.0,10.0,5.0,1.0,10.0,1.0,10.0,1.0,1.0,1.0,1.0,10.0
170070809,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
170070810,10.0,1.0,1.0,1.0,1.0,6.0,1.0,5.0,5.0,8.0,1.0,10.0,1.0,8.0,2.0,1.0,1.0,1.0,10.0
170070836,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0
170070856,1.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0
170070868,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
170070881,1.0,1.0,1.0,1.0,1.0,5.0,5.0,1.0,1.0,4.0,1.0,3.0,1.0,5.0,1.0,1.0,4.0,1.0,3.0
170070884,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
170070890,10.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
