D_INTERVIEW,Q33,Q34,Q35,Q36,Q37,Q38,Q39,Q40,Q41
840071578,4,2,3,2,3,3,5,2,3
840071579,4,3,4,5,3,2,2,2,3
840071580,4,2,3,2,4,3,1,2,2
840071581,2,3,2,3,2,3,4,4,2
840071582,4,4,3,2,3,3,5,4,5
840071583,3,2,3,5,4,4,4,2,2
840071584,4,4,3,1,4,2,3,3,3
840071585,4,4,4,1,5,5,3,3,5
840071586,4,4,3,5,4,3,2,2,5
840071587,4,2,3,3,4,2,2,2,2
840071588,3,2,2,5,2,3,3,2,4
840071589,3,2,4,4,5,3,2,1,2
840071590,4,2,4,5,4,3,3,3,5
840071591,3,2,4,5,3,2,1,2,4
840071592,3,2,4,5,3,2,2,3,3
840071593,4,2,4,2,3,3,1,1,4
840071594,4,4,4,2,5,2,3,3,4
840071595,4,2,2,1,3,3,2,2,2
840071596,4,4,4,1,4,2,2,3,4
840071597,4,2,2,2,1,3,1,1,4
840071598,4,4,4,2,3,3,2,2,3
840071599,4,2,4,1,5,4,1,2,2
840071600,4,2,4,3,5,1,1,3,3
840071601,4,2,4,3,3,3,2,2,3
840071602,4,2,4,3,3,3,4,2,2
840071603,4,4,4,1,5,3,3,2,4
840071604,4,2,4,2,4,4,4,2,3
840071605,4,2,4,2,4,2,2,2,2
840071606,2,2,3,3,2,2,1,1,2
840071607,4,2,2,4,5,4,4,4,2
840071608,4,4,4,3,4,3,2,2,5
840071609,4,2,3,4,4,2,1,3,5
840071610,4,2,4,3,3,2,2,2,2
840071611,4,2,3,2,4,3,4,3,3
840071612,3,2,3,3,3,3,1,1,1
840071613,4,2,4,3,4,2,3,2,4
840071614,3,2,3,4,4,-2,3,2,2
840071615,4,4,4,2,4,3,4,2,3
840071616,4,2,3,4,3,3,4,2,2
840071617,4,3,2,3,2,2,3,2,2
840071618,3,3,3,3,3,2,4,3,3
840071619,4,4,4,2,3,2,1,2,4
840071620,3,2,4,3,4,3,2,1,3
840071621,3,2,4,4,3,2,2,2,3
840071622,3,2,3,1,3,1,1,2,3
840071623,4,3,4,1,3,3,3,3,4
