D_INTERVIEW,Q64,Q65,Q66,Q67,Q68,Q69,Q70,Q71,Q72,Q73,Q74,Q75,Q76,Q77,Q78,Q79,Q80,Q81
484070293,1,3,4,2,4,4,4,4,4,4,4,3,3,4,3,4,1,4
484070294,3,3,3,3,2,2,3,2,2,2,3,3,3,3,3,3,3,4
484070295,2,1,2,2,2,2,2,2,3,3,3,2,2,2,2,2,1,1
484070296,1,1,2,2,2,2,2,2,4,4,4,2,2,4,4,4,1,1
484070297,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1,1
484070298,4,2,2,3,4,4,-1,2,4,4,4,-1,4,4,4,2,4,4
484070299,1,1,2,2,1,1,2,1,2,1,2,1,2,2,3,2,2,1
484070300,4,3,3,3,4,3,4,4,4,4,4,3,4,3,3,4,3,4
484070301,2,4,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,1
484070302,2,2,2,3,2,2,2,3,2,2,2,2,2,2,1,2,1,1
484070303,3,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,3,3
484070304,1,1,3,2,4,2,2,2,4,3,4,1,2,1,1,2,2,2
484070305,4,3,4,4,4,3,4,4,4,4,4,4,4,4,3,4,4,4
484070306,3,2,3,2,3,3,3,3,3,3,3,2,3,3,2,3,3,3
484070307,3,3,4,4,4,4,4,4,2,2,4,2,4,2,2,3,3,4
484070308,2,3,3,4,3,4,3,3,3,3,4,4,3,3,4,3,3,4
484070309,1,1,2,4,4,4,4,4,4,4,2,2,4,4,4,4,4,4
484070310,3,3,3,4,3,4,4,4,3,3,3,3,4,2,2,4,3,2
484070311,4,2,4,4,4,1,1,2,4,2,2,1,2,4,2,1,1,1
484070312,2,4,4,2,2,4,4,4,4,4,2,2,2,2,2,2,1,1
484070313,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3
484070314,3,1,1,3,3,4,4,4,4,3,4,1,4,3,3,3,1,3
484070315,1,3,4,2,2,4,4,4,4,4,4,2,4,4,4,4,4,4
484070316,1,4,4,4,4,4,4,4,2,2,4,1,3,3,1,3,2,2
484070317,1,3,3,2,4,4,4,4,4,4,4,2,2,2,4,4,2,2
484070318,1,1,1,3,1,1,1,3,3,3,2,1,3,1,1,1,1,1
484070319,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3
484070320,2,2,2,2,2,2,1,1,4,4,4,2,2,2,2,2,4,2
484070321,2,2,2,3,4,3,3,4,3,3,3,3,3,3,3,4,4,3
484070322,2,3,3,2,4,4,4,4,4,4,4,2,2,2,4,2,2,2
484070323,3,3,4,3,4,4,4,3,4,3,3,2,3,3,2,2,2,2
484070324,2,2,2,3,3,3,3,2,2,2,2,2,3,2,3,3,2,3
484070325,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,3,3
484070326,1,1,1,1,2,2,4,3,2,1,4,1,1,1,1,3,1,1
484070327,4,3,4,4,4,4,4,4,4,4,4,1,3,4,3,4,3,4
484070328,2,2,2,4,4,4,4,4,4,4,4,2,4,4,4,4,3,3
484070329,1,4,4,4,4,1,1,4,4,4,4,1,4,4,4,1,1,1
484070330,3,2,3,3,2,3,2,3,3,2,2,2,1,2,1,2,2,2
484070331,2,2,3,4,4,2,3,4,4,4,4,2,4,3,3,3,2,2
484070332,3,3,2,2,2,3,2,3,2,2,2,1,2,1,1,2,2,2
484070333,2,2,2,2,2,2,1,2,2,2,2,2,3,2,4,2,2,2
484070334,1,4,4,3,4,3,3,3,3,3,3,3,3,4,4,4,3,4
484070335,4,2,2,2,2,2,2,2,2,2,2,3,2,2,2,1,1,2
