D_INTERVIEW,Q177,Q178,Q179,Q180,Q181,Q182,Q183,Q184,Q185,Q186,Q187,Q188,Q189,Q190,Q191,Q192,Q193,Q194,Q195
300070257,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1
300070258,1,1,1,1,1,1,1,4,5,5,5,7,1,1,1,1,5,1,1
300070259,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1
300070260,1,1,1,1,1,1,8,8,10,10,1,-1,1,1,1,1,1,1,1
300070261,1,1,1,1,1,5,7,5,8,10,3,8,1,1,1,1,5,1,1
300070262,1,5,1,1,1,8,7,8,10,10,2,5,1,1,1,1,8,1,3
300070263,1,6,1,1,1,10,5,8,10,10,3,6,1,1,1,1,10,1,3
300070264,1,5,1,1,1,3,5,7,9,8,2,5,1,1,1,1,8,1,4
300070265,1,2,1,1,1,5,4,8,9,7,2,5,1,1,1,1,8,1,4
300070266,5,5,1,4,2,9,1,4,5,10,1,6,1,1,1,1,8,1,6
300070267,1,7,1,1,1,9,6,8,10,9,2,3,1,1,1,1,10,1,4
300070268,1,5,1,1,1,8,7,9,10,10,3,6,1,1,1,1,9,1,4
300070269,1,1,1,1,1,2,2,5,5,10,1,2,1,1,1,1,5,1,5
300070270,1,5,1,1,1,8,7,9,10,10,2,6,1,1,1,1,9,1,3
300070271,1,1,1,1,2,5,1,5,5,7,1,5,1,1,1,1,1,1,3
300070272,1,1,1,1,1,6,8,8,9,7,1,1,1,1,1,1,3,1,1
300070273,1,1,1,1,1,7,3,4,8,8,2,6,1,1,1,1,6,1,7
300070274,1,1,1,1,1,9,8,6,9,8,1,4,1,1,1,1,6,1,1
300070275,1,1,1,1,1,1,5,1,5,9,1,5,1,1,1,1,3,1,1
300070276,1,1,1,1,1,7,6,6,6,6,1,2,1,1,1,1,1,1,1
300070277,1,1,1,1,1,9,9,8,9,4,1,5,1,1,1,1,5,1,1
300070278,1,1,1,1,1,8,6,7,8,4,1,2,1,1,1,1,3,1,1
300070279,1,1,1,1,1,6,7,6,7,4,1,5,1,1,1,1,2,1,1
300070280,1,1,1,1,1,6,8,5,5,5,1,5,1,1,1,1,1,1,3
300070281,1,6,1,2,1,4,5,6,7,9,1,1,1,1,1,1,1,1,4
300070282,1,3,1,2,1,5,5,5,8,9,1,1,1,1,1,1,1,1,1
